tx_id,scenario_label,is_suspicious,primary_category,expected_triggers_fired,expected_confidence_band,ground_truth_notes
TX20260602000089,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 17/22 far above account's monthly baseline.
TX20260602001388,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001396,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000807,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000969,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000015,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 3/5 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260603000417,family_repayment_roundtrip,NO,C3,,N/A,Family/dissipated transfer hop 2/2; preservation~0.72.
TX20260602000117,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 3/17 far above account's monthly baseline.
TX20260603000696,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000405,merchant_settlement_legit,NO,C3,,N/A,Aggregation then settlement (legit merchant/business).
TX20260602000312,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 4/6 to account.
TX20260601001688,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000092,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 20/22 far above account's monthly baseline.
TX20260604001298,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000509,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 7 on account dormant ~256d, age <18mo."
TX20260602001413,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001217,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000111,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 17/20 far above account's monthly baseline.
TX20260602000647,takeover_newdevice_drain,YES,C6,C6_takeover,HIGH,Known location but unrecognised device draining ~95% of balance.
TX20260602001228,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001859,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000900,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001509,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604000988,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001761,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001827,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604000977,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000421,dissipated_roundtrip_legit,NO,C3,,N/A,Family/dissipated transfer hop 2/2; preservation~0.55.
TX20260603000840,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001966,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000180,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 3/21 far above account's monthly baseline.
TX20260603000041,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 4/5 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260602000839,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000923,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001836,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001098,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000788,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000190,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 13/21 far above account's monthly baseline.
TX20260601001007,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001722,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000700,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000698,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001477,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001444,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000502,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 10 on account dormant ~335d, age <18mo."
TX20260601001083,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000153,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 4/14 far above account's monthly baseline.
TX20260603000003,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 3/6 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260603001569,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000955,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000825,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000870,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001862,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001327,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001902,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000768,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604000932,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001508,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001378,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260422000581,CLEAN,NO,C5,,N/A,Prior modest gift to NRI relative (baseline).
TX20260604001001,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000137,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 6/18 far above account's monthly baseline.
TX20260602000387,merchant_settlement_legit,NO,C3,,N/A,Fan-in credit 6/7 to merchant.
TX20260602001897,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001743,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000449,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 2 on account dormant ~180d, age <18mo."
TX20260601000515,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 4 on account dormant ~284d, age <18mo."
TX20260601000830,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001272,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001308,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001903,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001773,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001500,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001927,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000227,CREDIT_LINE_PROBING,YES,C1,C1_creditline,MEDIUM,Repeated small drawdowns summing toward credit limit within 24h.
TX20260602000116,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 2/17 far above account's monthly baseline.
TX20260601001635,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001065,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001918,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001530,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000995,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000934,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000151,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 2/14 far above account's monthly baseline.
TX20260601001545,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001531,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001781,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001331,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000853,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001570,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001896,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260303000587,CLEAN,NO,C5,,N/A,Prior modest gift to NRI relative (baseline).
TX20260602001605,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001880,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000081,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 9/22 far above account's monthly baseline.
TX20260602000372,compromised_merchant_mule,YES,C3,C3_fanin,MEDIUM,Fan-in credit 5/6 to merchant.
TX20260604001985,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000105,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 11/20 far above account's monthly baseline.
TX20260601000796,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001755,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001735,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000392,merchant_settlement_legit,NO,C3,,N/A,Fan-in credit 3/7 to merchant.
TX20260602001136,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001980,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001503,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000162,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 13/14 far above account's monthly baseline.
TX20260601001009,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000332,subtle_mule_4credits,YES,C3,C3_fanin,MEDIUM,Fan-in credit 3/4 to account.
TX20260412000556,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260603000493,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 1 on account dormant ~335d, age <18mo."
TX20260604001134,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001881,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001523,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001305,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001078,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000694,vacation_foreign_legit,NO,C6,,N/A,Domestic-static holder genuinely abroad on holiday; rules-only likely false-positives.
TX20260603000225,CREDIT_LINE_PROBING,YES,C1,C1_creditline,MEDIUM,Repeated small drawdowns summing toward credit limit within 24h.
TX20260604001627,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000833,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000013,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 1/5 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260603000865,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000422,dissipated_roundtrip_legit,NO,C3,,N/A,Family/dissipated transfer hop 1/2; preservation~0.55.
TX20260603001017,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000164,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 1/14 far above account's monthly baseline.
TX20260602001256,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001953,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001804,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001279,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001733,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001659,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001644,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001236,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000343,subtle_mule_4credits,YES,C3,C3_fanin,MEDIUM,Fan-in credit 4/4 to account.
TX20260603001819,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001996,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001345,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000303,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 2/6 to account.
TX20260601001445,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001402,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000926,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001593,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000973,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001461,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001698,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001991,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000611,CROSS_BORDER_SPLIT,YES,C5,C5_split_beneficiary,HIGH,Split 2 to same overseas beneficiary just under 10L within a week.
TX20260603000377,compromised_merchant_mule,YES,C3,C3_fanin,MEDIUM,Fan-in credit 3/6 to merchant.
TX20260603001919,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000083,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 11/22 far above account's monthly baseline.
TX20260601000653,takeover_newdevice_drain,YES,C6,C6_takeover,HIGH,Known location but unrecognised device draining ~95% of balance.
TX20260602001775,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001618,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000159,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 10/14 far above account's monthly baseline.
TX20260601001106,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000032,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 4/5 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260601000658,newloc_newdevice_fraud,YES,C6,C6_newloc_newdev,MEDIUM,Simultaneously new geo cluster and new device.
TX20260512000577,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260402000257,RECURRING_SALARY_LOOK_LIKE_STRUCTURING,NO,C1,,LOW,Monthly recurring salary-like cadence to a fixed payee; not windowed splitting.
TX20260601001651,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001874,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604000951,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001904,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001088,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001109,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001757,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000307,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 6/6 to account.
TX20260601001204,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001201,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000670,nre_foreign_legit,NO,C6,,N/A,NRE account routine inward/abroad activity; geo anomaly expected and benign.
TX20260502000253,RECURRING_SALARY_LOOK_LIKE_STRUCTURING,NO,C1,,LOW,Monthly recurring salary-like cadence to a fixed payee; not windowed splitting.
TX20260601000727,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000441,NEW_ACCOUNT_HIGH_VALUE,YES,C4,C4_newaccount,MEDIUM,High-value transfer from account <60d old with minimal KYC.
TX20260603001968,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260605000609,CROSS_BORDER_SPLIT,YES,C5,C5_split_beneficiary,HIGH,Split 4 to same overseas beneficiary just under 10L within a week.
TX20260602000843,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001658,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260328000580,CLEAN,NO,C5,,N/A,Prior modest gift to NRI relative (baseline).
TX20260601000034,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 1/4 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260603001294,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001901,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001669,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260412000565,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260603001850,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001253,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000402,merchant_settlement_legit,NO,C3,,N/A,Fan-in credit 5/7 to merchant.
TX20260601001513,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000496,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 4 on account dormant ~335d, age <18mo."
TX20260602001675,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000370,compromised_merchant_mule,YES,C3,C3_fanin,MEDIUM,Fan-in credit 3/6 to merchant.
TX20260603000896,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000336,subtle_mule_4credits,YES,C3,C3_fanin,MEDIUM,Fan-in credit 2/4 to account.
TX20260602001227,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001851,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001429,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260512000568,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260601001686,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000399,merchant_settlement_legit,NO,C3,,N/A,Fan-in credit 2/7 to merchant.
TX20260604000909,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001807,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604000745,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000430,small_business_fanout_legit,NO,C3,,N/A,Fan-in credit 5/6 to account.
TX20260602001022,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000056,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 5/6 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260604000851,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001813,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000506,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 4 on account dormant ~256d, age <18mo."
TX20260601001287,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001463,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000930,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001597,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000025,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 2/5 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260603001892,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000305,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 4/6 to account.
TX20260602001969,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000145,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 14/18 far above account's monthly baseline.
TX20260603001857,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001580,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001431,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000692,vacation_foreign_legit,NO,C6,,N/A,Domestic-static holder genuinely abroad on holiday; rules-only likely false-positives.
TX20260603000031,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 3/5 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260603000320,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 5/6 to account.
TX20260602001188,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000878,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000146,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 15/18 far above account's monthly baseline.
TX20260601001128,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001738,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000356,layering_roundtrip_2hop,YES,C3,C3_roundtrip,HIGH,Layering hop 1/2; preservation~0.92.
TX20260602001843,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001306,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000756,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001458,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001407,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000052,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 1/6 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260603001841,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001576,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000894,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000467,DORMANT_REACTIVATION,YES,C4,C4_dormancy,HIGH,"Reactivation burst 1 on account dormant ~292d, age <18mo."
TX20260604001346,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000100,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 6/20 far above account's monthly baseline.
TX20260604001208,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001984,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001574,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000762,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604000061,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 4/6 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260602000289,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 2/6 to account.
TX20260602001946,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001266,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000126,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 12/17 far above account's monthly baseline.
TX20260602001654,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001348,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000866,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001602,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001910,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000871,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260303000583,CLEAN,NO,C5,,N/A,Prior modest gift to NRI relative (baseline).
TX20260601000848,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601000436,small_business_fanout_legit,NO,C3,,N/A,Fan-in credit 4/6 to account.
TX20260603001182,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603001879,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001712,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000293,classic_mule_fanout,YES,C3,C3_fanin,HIGH,Fan-in credit 6/6 to account.
TX20260601000904,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260313000553,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260602001090,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000142,VELOCITY_SPIKE,YES,C1,C1_velocity,MEDIUM,Velocity burst 11/18 far above account's monthly baseline.
TX20260603001625,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260604001297,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260323000545,CLEAN,NO,C5,,N/A,Prior FY outward remittance (within ceiling at the time).
TX20260602001987,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000432,small_business_fanout_legit,NO,C3,,N/A,Aggregation then settlement (legit merchant/business).
TX20260601000048,STRUCTURING_SMURFING,YES,C1,C1_structuring,HIGH,"Split 1/4 to same beneficiary; each <2.5L, aggregate >10L in window."
TX20260604001873,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001397,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260601001067,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602001869,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000359,layering_roundtrip_2hop,YES,C3,C3_roundtrip,HIGH,Layering hop 2/2; preservation~0.92.
TX20260604001683,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260602000340,subtle_mule_4credits,YES,C3,C3_fanin,MEDIUM,Fan-in credit 1/4 to account.
TX20260602001216,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000795,CLEAN,NO,CLEAN,,N/A,Routine transaction. Should not be flagged.
TX20260603000416,family_repayment_roundtrip,NO,C3,,N/A,Family/dissipated transfer hop 1/2; preservation~0.72.
TX20260502000250,RECURRING_SALARY_LOOK_LIKE_STRUCTURING,NO,C1,,LOW,Monthly recurring salary-like cadence to a fixed payee; not windowed splitting.
